cust_id,customer_gender,age_group,customer_country
7706,Male,35-44,Norway
7707,Male,45-54,Denmark
7708_cust,Other,45-54,Sweden
7709,Male,35-44,Sweden
7710,Female,35-44,Norway
7711,Other,25-34,Sweden
7712_cust,Male,45-54,Sweden
7713,Female,25-34,Sweden
7714_cust,Female,25-34,Denmark
7715,Other,55-65,Sweden
7716,Other,45-54,Sweden
7717,Male,35-44,Norway
7718,Other,45-54,Denmark
7719_cust,Other,55-65,Denmark
7720,Female,25-34,Denmark
7721,Female,45-54,Sweden
7722,Female,35-44,Finland
7723,Male,18-24,Sweden
7724,Other,35-44,Sweden
7725,Other,45-54,Sweden
7726,Female,18-24,Finland
7727,Female,18-24,Norway
7728,Other,45-54,Denmark
7729,Male,18-24,Finland
7730,Female,55-65,Sweden
7731_cust,Female,18-24,Norway
7732,Male,45-54,Norway
7733,Other,55-65,Norway
7734,Female,25-34,Sweden
7735_cust,Female,35-44,Sweden
7736,Female,18-24,Denmark
7737,Male,55-65,Sweden
7738,Male,25-34,Norway
7739_cust,Other,45-54,Sweden
7740_cust,Female,18-24,Finland
7741,Female,25-34,Denmark
7742_cust,Male,45-54,Denmark
7743,Other,55-65,Denmark
7744,Other,45-54,Sweden
7745,Other,18-24,Denmark
7746,Other,18-24,Sweden
7747,Female,45-54,Denmark
7748_cust,Female,18-24,Denmark
7749,Male,18-24,Sweden
7750_cust,Female,35-44,Norway
7751_cust,Other,25-34,Finland
7752,Female,35-44,Sweden
7753,Other,25-34,Denmark
7754,Other,35-44,Sweden
7755,Other,55-65,Norway
7756,Female,25-34,Sweden
7757,Male,18-24,Sweden
7758,Female,35-44,Norway
7759,Other,45-54,Finland
7760,Other,25-34,Sweden
7761,Other,35-44,Sweden
7762,Other,25-34,Denmark
7763,Other,35-44,Denmark
7764,Male,45-54,Sweden
7765_cust,Female,18-24,Sweden
7766,m,25-34,Sweden
7767,Other,25-34,Sweden
7768_cust,Other,18-24,Finland
7769,Female,25-34,Denmark
7770,Female,18-24,Sweden
7771,Female,18-24,Denmark
7772,m,55-65,Finland
7773_cust,Male,45-54,Denmark
7774,Other,35-44,Finland
7775_cust,Other,25-34,Finland
7776,Other,45-54,Sweden
7777,Female,25-34,Norway
7778,Male,18-24,Denmark
7779,Other,35-44,Denmark
7780,Male,45-54,Denmark
7781,Male,18-24,Sweden
7782,Other,45-54,Sweden
7783_cust,Male,25-34,Denmark
7784,Male,25-34,Sverige
7785,Other,18-24,Denmark
7786_cust,Male,55-65,Denmark
7787,Female,45-54,Finland
7788,Other,18-24,Sweden
7789,Male,45-54,Norway
7790_cust,Female,35-44,Norway
7791,Female,55-65,Sweden
7792,Female,55-65,Norway
7793,Male,35-44,Sweden
7794,Male,18-24,Finland
7795,Male,35-44,Sweden
7796_cust,Other,18-24,Norway
7797,Other,35-44,Sweden
7798_cust,Female,45-54,Norway
7799_cust,Male,18-24,Norway
7800_cust,Male,25-34,Sweden
7801,Other,55-65,Sweden
7802,Male,18-24,Norway
7803,Female,25-34,Sweden
7804,Other,35-44,Sweden
7805,Female,55-65,Sweden
7806_cust,Male,25-34,Sweden
7807,m,18-24,Norway
7808,Other,45-54,Finland
7809,Male,18-24,Norway
7810,Female,25-34,Denmark
7811_cust,Other,55-65,Sweden
7812_cust,Other,35-44,Sweden
7813,Other,55-65,Denmark
7814_cust,Other,35-44,Denmark
7815,Other,45-54,Denmark
7816_cust,Female,55-65,Sweden
7817,Female,18-24,Denmark
7818_cust,Male,45-54,Denmark
7819_cust,Male,45-54,Denmark
7820_cust,Other,45-54,Finland
7821_cust,Male,35-44,Sweden
7822_cust,Female,18-24,Sweden
7823,Female,55-65,Sweden
7824,Female,45-54,Sweden
7825,Female,45-54,Denmark
7826,Other,55-65,Sweden
7827_cust,Other,25-34,Sweden
7828,Female,55-65,Sweden
7829,Other,55-65,Finland
7830_cust,Male,25-34,Norway
7831,Female,35-44,Norway
7832_cust,Other,25-34,Sweden
7833_cust,Female,25-34,Norway
7834,Male,18-24,Denmark
7835_cust,Female,25-34,Sweden
7836_cust,Male,55-65,Finland
7837,Female,45-54,Denmark
7838_cust,Male,55-65,Norway
7839,Female,35-44,Denmark
7840,Male,35-44,Denmark
7841,Female,55-65,Sweden
7842_cust,Other,25-34,Denmark
7843,Other,45-54,Sweden
7844,Male,25-34,Norway
7845_cust,Other,35-44,Denmark
7846,Female,55-65,Sweden
7847,Male,18-24,Finland
7848,Other,18-24,Sweden
7849,Other,45-54,Sweden
7850,Other,45-54,Finland
7851_cust,Male,55-65,Finland
7852,Other,45-54,Norway
7853,Other,18-24,Finland
7854_cust,Male,25-34,Sweden
7855,Female,45-54,Norway
7856,Other,45-54,Finland
7857,Other,35-44,Norway
7858,Other,45-54,Norway
7859,Male,45-54,Finland
7860,Other,45-54,Sweden
7861,Female,35-44,Sweden
7862,Male,35-44,Norway
7863,Other,35-44,Sweden
7864_cust,Other,45-54,Norway
7865,Male,25-34,Norway
7866_cust,m,35-44,Denmark
7867,Other,45-54,Denmark
7868,Female,35-44,Denmark
7869,Male,18-24,Denmark
7870,Female,55-65,Sweden
7871_cust,Female,18-24,Sweden
7872,Other,35-44,Finland
7873_cust,Female,25-34,Sweden
7874,Other,55-65,Finland
7875,Male,45-54,Sweden
7876,Other,18-24,Denmark
7877_cust,Male,55-65,Norway
7878_cust,m,45-54,Denmark
7879_cust,Male,25-34,Sweden
7880,Other,55-65,Norway
7881,Other,45-54,Sweden
7882,Female,25-34,Sweden
7883,Other,55-65,Sweden
7884,Other,55-65,Finland
7885,Female,35-44,Finland
7886,Other,35-44,Norway
7887_cust,Other,25-34,Denmark
7888,Female,18-24,Finland
7889,Female,25-34,Denmark
7890,m,25-34,Sweden
7891,Female,45-54,Finland
7892_cust,Female,18-24,Finland
7893,Male,18-24,Sweden
7894,Other,25-34,Norway
7895,Female,35-44,Sverige
7896,Male,55-65,Sweden
7897_cust,Male,35-44,Sweden
7898,Male,18-24,Denmark
7899,Female,18-24,Finland
7900,Other,45-54,Denmark
7901,Male,18-24,Denmark
7902,Male,35-44,Finland
7903,Other,25-34,Denmark
7904_cust,Male,45-54,Denmark
7905_cust,Female,55-65,Sweden
7906,Female,18-24,Finland
7907,Female,55-65,Sweden
7908_cust,Female,18-24,Denmark
7909,Female,45-54,Sweden
7910_cust,Female,55-65,Sweden
7911,Other,18-24,Sweden
7912_cust,Male,18-24,Sweden
7913_cust,Other,18-24,Sweden
7914,Male,18-24,Sweden
7915,Female,45-54,Norway
7916_cust,Other,55-65,Sweden
7917,Female,18-24,Norway
7918,Female,18-24,Finland
7919_cust,Female,25-34,Sweden
7920,Female,25-34,Sweden
7921,Male,45-54,Norway
7922_cust,Other,18-24,Sweden
7923_cust,Male,25-34,Sweden
7924,Male,35-44,Finland
7925,Male,35-44,Sweden
7926,Female,45-54,Sweden
7927,Other,55-65,Finland
7928,Female,25-34,Sweden
7929_cust,Male,18-24,Finland
7930,Other,35-44,Norway
7931,Male,35-44,Sweden
7932_cust,Other,18-24,Denmark
7933,Other,45-54,Finland
7934,Female,18-24,Sweden
7935,Male,18-24,Denmark
7936,Male,18-24,Finland
7937_cust,Male,55-65,Sweden
7938,Female,18-24,Denmark
7939,Other,18-24,Finland
7940,Male,55-65,Sweden
7941,Other,45-54,Denmark
7942,Other,35-44,Sweden
7943_cust,Other,25-34,Norway
7944_cust,Female,25-34,Sweden
7945_cust,Other,55-65,Sweden
7946,Female,45-54,Finland
7947,Other,35-44,Sweden
7948,Male,45-54,Finland
7949_cust,Other,25-34,Sweden
7950,Male,18-24,Finland
7951,Other,18-24,Finland
7952,Male,18-24,Sweden
7953,Male,18-24,Denmark
7954,Male,45-54,Sweden
7955,Other,55-65,Norway
7956,Female,55-65,Norway
7957_cust,Female,18-24,Sweden
7958,Male,18-24,Sweden
7959,Other,18-24,Finland
7960_cust,Other,25-34,Sweden
7961,Female,18-24,Denmark
7962,Other,18-24,Norway
7963,Other,45-54,Sweden
7964,Other,45-54,Sweden
7965,Female,55-65,Norway
7966_cust,Other,55-65,Sweden
7967_cust,Other,25-34,Sverige
7968_cust,Female,35-44,Finland
7969_cust,Other,18-24,Norway
7970,Female,45-54,Finland
7971,Other,55-65,Finland
7972,Other,25-34,Denmark
7973,Other,18-24,Norway
7974,Male,25-34,Sweden
7975,Other,25-34,Denmark
7976,Other,35-44,Sweden
7977,Other,45-54,Norway
7978,Female,25-34,Denmark
7979,Male,18-24,Denmark
7980_cust,Male,25-34,Sweden
7981,Other,45-54,Norway
7982_cust,Female,18-24,Sweden
7983,Female,18-24,Sweden
7984,Female,18-24,Sweden
7985,Other,55-65,Sweden
7986_cust,Male,18-24,Sweden
7987,Other,45-54,Sweden
7988_cust,Male,35-44,Sweden
7989,Female,18-24,Sweden
7990,Other,18-24,Sweden
7991,Female,18-24,Sweden
7992_cust,Other,35-44,Sweden
7993,Female,25-34,Denmark
7994_cust,Male,35-44,Sweden
7995,Other,35-44,Denmark
7996,Female,45-54,Sweden
7997,Female,55-65,Sweden
7998,Other,45-54,Norway
7999_cust,Male,55-65,Sweden
8000,Male,18-24,Sweden
8001,Male,25-34,Denmark
8002,Male,18-24,Sweden
8003_cust,f,45-54,Denmark
8004_cust,Male,35-44,Denmark
8005,Other,35-44,Denmark
8006_cust,Other,25-34,Denmark
8007,Female,35-44,Norway
8008_cust,Other,35-44,Sweden
8009,Male,55-65,Finland
8010,Female,35-44,Sweden
8011,Male,18-24,Sweden
8012_cust,Other,18-24,Norway
8013,Male,18-24,Sweden
8014,Male,55-65,Denmark
8015,Other,55-65,Denmark
8016,Other,55-65,Denmark
8017,Male,25-34,Sweden
8018,Female,35-44,Denmark
8019_cust,Female,18-24,Norway
8020,Other,18-24,Sweden
8021,Other,45-54,Norway
8022,Female,45-54,Denmark
8023_cust,Male,45-54,Sweden
8024_cust,Other,35-44,Finland
8025,Other,18-24,Sverige
8026,Other,25-34,Denmark
8027,Other,55-65,Finland
8028,Male,55-65,Finland
8029_cust,Female,55-65,Sweden
8030_cust,Other,18-24,Finland
8031,Other,55-65,Sweden
8032,Other,55-65,Norway
8033,Male,25-34,Sweden
8034,Female,18-24,Sweden
8035_cust,Other,25-34,Denmark
8036,Male,18-24,Sweden
8037,Male,25-34,Denmark
8038_cust,Other,25-34,Finland
8039,Female,45-54,Finland
8040,Other,18-24,Sweden
8041,Female,35-44,Sweden
8042_cust,Female,18-24,Norway
8043,Female,55-65,Finland
8044,Female,55-65,Norway
8045,Female,45-54,Norway
8046,Other,55-65,Norway
8047,Other,18-24,Sweden
8048_cust,Female,25-34,Sweden
8049_cust,Other,55-65,Sweden
8050,Other,45-54,Denmark
8051,Female,45-54,Finland
8052_cust,Other,45-54,Norway
8053_cust,Female,25-34,Denmark
8054,Other,35-44,Finland
8055,Other,55-65,Norge
8056,Female,35-44,Finland
8057,Other,25-34,Sweden
8058,Male,55-65,Norway
8059_cust,Female,55-65,Sweden
8060,m,25-34,Denmark
8061,Female,55-65,Sweden
8062,Other,18-24,Finland
8063_cust,Other,18-24,Norway
8064,Male,45-54,Finland
8065,Female,45-54,Denmark
8066,Other,18-24,Denmark
8067,Female,18-24,Norway
8068,Female,25-34,Finland
8069_cust,Female,18-24,Sweden
8070,Female,35-44,Denmark
8071,Female,25-34,Norway
8072_cust,Other,18-24,Finland
8073,Male,55-65,Denmark
8074,Female,55-65,Denmark
8075,Male,55-65,Sweden
8076_cust,Other,18-24,Denmark
8077_cust,Female,55-65,Norway
8078,Other,55-65,Sweden
8079,Female,35-44,Sverige
8080,Male,45-54,Sweden
8081,Female,25-34,Sweden
8082,Other,55-65,Norway
8083,Female,18-24,Denmark
8084_cust,Female,35-44,Sweden
8085_cust,Female,18-24,Norway
8086,Other,25-34,Sweden
8087_cust,Male,25-34,Norway
8088_cust,Male,55-65,Sweden
8089_cust,Other,18-24,Sweden
8090,Male,55-65,Denmark
8091,Female,18-24,Denmark
8092,Male,45-54,Sweden
8093,Female,18-24,Finland
8094_cust,Male,18-24,Denmark
8095,Other,18-24,Sweden
8096,Female,25-34,Norway
8097,Other,35-44,Sweden
8098,Male,35-44,Denmark
8099_cust,Male,18-24,Sweden
8100,Other,18-24,Sweden
8101,Female,18-24,Sweden
8102,Female,25-34,Norway
8103_cust,Female,55-65,Sweden
8104_cust,Female,25-34,Finland
8105,Female,25-34,Norway
8106_cust,Female,18-24,Norway
8107,Other,55-65,Norway
8108_cust,Female,25-34,Denmark
8109,Female,45-54,Norway
8110,Other,45-54,Denmark
8111,Female,18-24,Norge
8112,Other,55-65,Denmark
8113,Male,35-44,Sweden
8114,Male,18-24,Finland
8115_cust,Male,35-44,Finland
8116,Other,45-54,Norway
8117,Other,35-44,Sweden
8118,Female,25-34,Denmark
8119_cust,f,35-44,Finland
8120,Other,45-54,Denmark
8121,Male,45-54,Finland
8122,Female,35-44,Sweden
8123_cust,Female,45-54,Sweden
8124,Other,55-65,Sweden
8125_cust,Other,55-65,Sweden
8126_cust,Other,35-44,Norway
8127,Female,45-54,Denmark
8128,Other,25-34,Norway
8129,Female,18-24,Sweden
8130_cust,Female,18-24,Finland
8131_cust,Male,35-44,Denmark
8132,Male,35-44,Denmark
8133_cust,Other,18-24,Sweden
8134,Male,55-65,Norway
8135,Female,55-65,Denmark
8136,Female,25-34,Denmark
8137,Female,25-34,Norge
8138_cust,Other,35-44,Finland
8139_cust,Male,35-44,Finland
8140,Other,45-54,Sweden
8141,Other,55-65,Denmark
8142,Other,55-65,Sweden
8143,Male,35-44,Denmark
8144,Female,55-65,Denmark
8145_cust,Female,18-24,Sweden
8146,Male,55-65,Sweden
8147,Other,35-44,Norway
8148_cust,Male,18-24,Norway
8149,Female,25-34,Sweden
8150_cust,Other,25-34,Sweden
8151,Other,45-54,Norway
8152,Male,35-44,Sweden
8153_cust,Other,25-34,Denmark
8154,Other,25-34,Sweden
8155,Female,45-54,Sweden
8156,Male,25-34,Denmark
8157_cust,Female,25-34,Norway
8158,Other,35-44,Norway
8159_cust,Other,35-44,Sweden
8160,Female,18-24,Norway
8161,Male,18-24,Sweden
8162,Male,25-34,Sweden
8163,Other,25-34,Sweden
8164,Female,45-54,Sweden
8165,Female,18-24,Denmark
8166_cust,Female,25-34,Sweden
8167,Other,35-44,Finland
8168,Female,18-24,Finland
8169_cust,Other,18-24,Sweden
8170,Male,18-24,Sweden
8171,Other,55-65,Sweden
8172,Male,45-54,Sweden
8173,Male,45-54,Norway
8174,Other,45-54,Sweden
8175,Other,18-24,Norway
8176,Female,18-24,Denmark
8177,Other,18-24,Sverige
8178_cust,Other,18-24,Norway
8179,Female,55-65,Finland
8180,Other,18-24,Sweden
8181_cust,Male,25-34,Finland
8182_cust,Other,18-24,Sweden
8183_cust,Other,55-65,Sweden
8184,Other,45-54,Sweden
8185_cust,Other,18-24,Denmark
8186_cust,Male,55-65,Denmark
8187_cust,Other,25-34,Sweden
8188,Male,55-65,Finland
8189,Other,45-54,Sweden
8190,Female,35-44,Sweden
8191,Male,35-44,Sweden
8192,Female,45-54,Sweden
8193_cust,Male,55-65,Finland
8194_cust,Female,35-44,Norway
8195_cust,Other,55-65,Finland
8196,Male,18-24,Denmark
8197,Other,55-65,Sweden
8198,Male,45-54,Denmark
8199,Other,18-24,Sweden
8200,Other,55-65,Norway
8201,Female,25-34,Denmark
8202_cust,Other,35-44,Finland
8203_cust,Other,35-44,Finland
8204_cust,Female,18-24,Sweden
8205,Other,55-65,Finland
8206,Male,45-54,Norway
8207_cust,Other,18-24,Norway
8208,Other,18-24,Finland
8209_cust,Female,25-34,Norway
8210,Other,35-44,Sweden
8211,Male,55-65,Finland
8212,Female,25-34,Sweden
8213,Female,25-34,Denmark
8214,Other,45-54,Sweden
8215,Other,35-44,Finland
8216_cust,Other,45-54,Norway
8217_cust,Other,18-24,Sweden
8218_cust,Female,35-44,Finland
8219,Male,45-54,Sweden
8220,Male,35-44,Finland
8221_cust,Female,18-24,Sweden
8222,Other,25-34,Finland
8223,Other,25-34,Sweden
8224,Female,25-34,Denmark
8225_cust,Female,45-54,Denmark
8226,Male,25-34,Norway
8227,Female,35-44,Sweden
8228,f,55-65,Norway
8229_cust,Male,18-24,Sweden
8230,Female,35-44,Finland
8231,Male,45-54,Finland
8232_cust,Other,35-44,Norway
8233,Female,55-65,Norway
8234,Other,25-34,Norway
8235,Other,55-65,Denmark
8236_cust,Other,25-34,Norway
8237,Other,55-65,Finland
8238,Other,55-65,Sweden
8239,Female,18-24,Finland
8240,Other,25-34,Sweden
8241,Other,18-24,Sweden
8242,Other,35-44,Norway
8243,Male,25-34,Denmark
8244_cust,Other,25-34,Sweden
8245,Female,45-54,Sweden
8246,Male,18-24,Sweden
8247,Other,55-65,Denmark
8248_cust,Other,35-44,Denmark
8249,Female,25-34,Sweden
8250,Other,45-54,Denmark
8251_cust,Other,25-34,Sweden
8252,Other,25-34,Finland
8253_cust,Male,45-54,Denmark
8254_cust,Other,18-24,Sweden
8255,Female,18-24,Sweden
8256_cust,Other,18-24,Sweden
8257_cust,Other,55-65,Sweden
8258,Male,45-54,Sweden
8259,Other,35-44,Denmark
8260_cust,Male,18-24,Finland
8261,Female,25-34,Sweden
8262,Other,25-34,Finland
8263_cust,Other,25-34,Norway
8264,Other,35-44,Norway
8265_cust,Other,18-24,Denmark
8266,Female,55-65,Sweden
8267,Other,25-34,Norway
8268,Other,35-44,Finland
8269,Other,18-24,Sweden
8270,Male,35-44,Sweden
8271,Other,25-34,Denmark
8272_cust,Female,18-24,Denmark
8273,Male,55-65,Sweden
8274_cust,Female,25-34,Norway
8275_cust,Female,35-44,Finland
8276,Female,55-65,Denmark
8277,Other,55-65,Sweden
8278_cust,Other,55-65,Norway
8279,Female,25-34,Sweden
8280,Other,55-65,Norway
8281_cust,Other,55-65,Norway
8282,Other,25-34,Finland
8283,Other,45-54,Norway
8284,Male,18-24,Sweden
8285,Male,35-44,Denmark
8286,Male,45-54,Sweden
8287_cust,Female,45-54,Finland
8288,Female,45-54,Sweden
8289,Female,18-24,Sweden
8290_cust,Female,45-54,Sweden
8291,Other,35-44,Finland
8292_cust,Other,45-54,Finland
8293,Other,18-24,Norway
8294,Female,35-44,Norway
8295_cust,Other,35-44,Norway
8296,Female,45-54,Sweden
8297,Male,35-44,Norway
8298_cust,Female,18-24,Sweden
8299,Female,45-54,Sweden
8300,Female,35-44,Norway
8301_cust,Other,55-65,Denmark
8302,Male,45-54,Finland
8303,Other,35-44,Sweden
8304,Male,45-54,Finland
8305_cust,Other,55-65,Sweden
8306,Other,55-65,Finland
8307,Other,35-44,Sweden
8308,Other,25-34,Sweden
8309_cust,Female,18-24,Norway
8310,Other,18-24,Norway
8311,Other,25-34,Finland
8312,Male,55-65,Sweden
8313,Female,18-24,Sweden
8314,Male,18-24,Denmark
8315,Male,18-24,Denmark
8316_cust,Female,55-65,Norway
8317_cust,Male,45-54,Sweden
8318,Male,25-34,Denmark
8319_cust,Other,55-65,Sweden
8320,Other,35-44,Sweden
8321_cust,Female,18-24,Denmark
8322_cust,Other,55-65,Sweden
8323,Other,18-24,Norway
8324,Other,18-24,Finland
8325,Female,35-44,Denmark
8326,Male,18-24,Sweden
8327,Female,55-65,Sweden
8328_cust,Other,35-44,Norway
8329_cust,Other,35-44,Sweden
8330_cust,Female,25-34,Sweden
8331_cust,Female,55-65,Finland
8332,Other,35-44,Norge
8333,Other,35-44,Denmark
8334,Other,45-54,Finland
8335_cust,Female,25-34,Finland
8336,Other,55-65,Norway
8337,Other,25-34,Norway
8338,Female,35-44,Sweden
8339_cust,Male,55-65,Denmark
8340,Female,25-34,Norway
8341_cust,Male,55-65,Denmark
8342_cust,Female,45-54,Sweden
8343,Male,45-54,Finland
8344,Male,25-34,Denmark
8345,Male,18-24,Sweden
8346_cust,Other,35-44,Norway
8347_cust,Other,25-34,Norway
8348,Other,35-44,Denmark
8349,Other,35-44,Finland
8350,Female,35-44,Sweden
8351,Other,18-24,Sweden
8352,Male,55-65,Norway
8353,Other,45-54,Finland
8354,Other,35-44,Denmark
8355,Female,18-24,Sweden
8356,Other,25-34,Sweden
8357_cust,Male,55-65,Finland
8358_cust,Female,55-65,Sweden
8359,Other,55-65,Sweden
8360,Other,35-44,Sweden
8361_cust,Other,18-24,Sweden
8362,Male,18-24,Denmark
8363_cust,Female,18-24,Norway
8364,Other,35-44,Norway
8365,Female,55-65,Finland
8366,Male,45-54,Norway
8367_cust,Female,25-34,Sweden
8368,Other,35-44,Denmark
8369,Other,25-34,Finland
8370,Other,25-34,Sweden
8371,Female,55-65,Finland
8372,Male,18-24,Norway
8373,Other,18-24,Norway
8374_cust,Female,45-54,Denmark
8375,Female,45-54,Sweden
8376,Female,45-54,Sweden
8377,Other,25-34,Sweden
8378_cust,Other,55-65,Sverige
8379,Other,45-54,Norway
8380,Female,18-24,Denmark
8381,Male,35-44,Denmark
8382,Female,25-34,Norway
8383_cust,Male,18-24,Norway
8384_cust,Other,55-65,Sweden
8385,Male,35-44,Sweden
8386,Female,18-24,Sweden
8387,Male,55-65,Denmark
8388,Male,55-65,Sweden
8389,m,25-34,Sweden
8390,Other,55-65,Sweden
8391,Female,25-34,Finland
8392,Female,25-34,Sweden
8393,Male,45-54,Norway
8394,Female,18-24,Norway
8395,Male,55-65,Denmark
8396,Other,45-54,Sweden
8397,Female,35-44,Denmark
8398,Male,25-34,Denmark
8399,Female,55-65,Denmark
8400,Other,35-44,Sweden
8401,Female,25-34,Sweden
8402,Other,45-54,Finland
8403,Female,18-24,Finland
8404,Other,18-24,Sweden
8405,Male,35-44,Sweden
8406,Other,25-34,Sweden
8407,Male,25-34,Denmark
8408,Male,45-54,Norway
8409_cust,Male,35-44,Denmark
8410_cust,Other,25-34,Sweden
8411,Other,35-44,Finland
8412,Female,45-54,Denmark
8413,Other,45-54,Finland
8414,Male,25-34,Norway
8415,Male,18-24,Finland
8416_cust,Male,55-65,Finland
8417_cust,Male,25-34,Sweden
8418_cust,Male,55-65,Norway
8419_cust,Male,55-65,Sweden
8420,Other,25-34,Finland
8421,Female,18-24,Sweden
8422,Male,45-54,Denmark
8423,Female,25-34,Finland
8424,Male,18-24,Sweden
8425_cust,Other,18-24,Norway
8426_cust,Other,45-54,Norway
8427,Other,18-24,Finland
8428,Female,18-24,Sweden
8429,Female,18-24,Finland
8430_cust,Other,55-65,Finland
8431,Other,55-65,Norway
8432_cust,Other,18-24,Denmark
8433,Male,45-54,Norway
8434_cust,Female,25-34,Sweden
8435,Female,25-34,Denmark
8436_cust,Other,18-24,Norway
8437,Male,25-34,Denmark
8438,Female,18-24,Norway
8439_cust,Other,18-24,Denmark
8440_cust,Female,45-54,Norway
8441,Other,35-44,Sweden
8442,Other,55-65,Finland
8443,Female,55-65,Norway
8444_cust,Female,55-65,Norway
8445_cust,Female,55-65,Norway
8446,Other,45-54,Sweden
8447_cust,Female,25-34,Denmark
8448,Other,18-24,Denmark
8449,Other,55-65,Finland
8450,Male,45-54,Denmark
8451_cust,Other,45-54,Norway
8452,Other,55-65,Denmark
8453_cust,Female,25-34,Finland
8454,Female,55-65,Sweden
8455,Male,35-44,Sweden
8456_cust,Female,18-24,Sweden
8457,Other,18-24,Sweden
8458,Female,55-65,Sweden
8459_cust,Other,25-34,Sweden
8460_cust,Male,55-65,Sweden
8461,Female,55-65,Sweden
8462,Other,25-34,Denmark
8463,Other,25-34,Denmark
8464_cust,Female,25-34,Denmark
8465,Female,18-24,Finland
8466,Female,35-44,Denmark
8467,Male,45-54,Finland
8468_cust,f,55-65,Finland
8469,Other,18-24,Finland
8470,Other,18-24,Denmark
8471_cust,Other,55-65,Sweden
8472_cust,Male,45-54,Sweden
8473_cust,Other,25-34,Denmark
8474,Other,55-65,Denmark
8475,Female,18-24,Norway
8476_cust,Female,45-54,Norway
8477,Female,55-65,Finland
8478,Other,18-24,Denmark
8479_cust,Female,25-34,Norway
8480,Other,25-34,Denmark
8481,Female,45-54,Sweden
8482,Female,55-65,Sweden
8483,Male,18-24,Denmark
8484,Female,18-24,Sweden
8485,Male,25-34,Sweden
8486_cust,Male,45-54,Finland
8487_cust,Female,35-44,Sweden
8488,Other,18-24,Sweden
8489,Female,18-24,Sweden
8490,Female,18-24,Sweden
8491,Female,55-65,Denmark
8492,Female,25-34,Denmark
8493_cust,Female,55-65,Norway
8494,Female,55-65,Finland
8495_cust,Male,45-54,Finland
8496_cust,Male,18-24,Finland
8497,Male,18-24,Sweden
8498,Other,55-65,Finland
8499,Other,45-54,Sweden
8500_cust,Male,25-34,Finland
8501,Female,25-34,Norway
8502,Female,25-34,Sweden
8503_cust,Other,25-34,Sweden
8504,Other,18-24,Norway
8505,Female,18-24,Denmark
8506_cust,Other,25-34,Norway
8507,Female,18-24,Sweden
8508,Other,45-54,Sweden
8509,Other,18-24,Sweden
8510,Female,35-44,Norway
8511,Male,18-24,Norway
8512_cust,Male,55-65,Finland
8513,Female,35-44,Norge
8514,Male,35-44,Finland
8515,Female,55-65,Norway
8516,Female,55-65,Sweden
8517,Female,18-24,Sweden
8518_cust,Male,25-34,Sweden
8519,Female,35-44,Norway
8520,Other,45-54,Norway
8521,Other,35-44,Norway
8522,Female,35-44,Sweden
8523,Other,55-65,Sweden
8524,Other,45-54,Finland
8525,Male,45-54,Sweden
8526,Male,25-34,Denmark
8527,Female,55-65,Sweden
8528,Other,35-44,Sweden
8529,Male,35-44,Denmark
8530_cust,Other,35-44,Finland
8531,Other,25-34,Denmark
8532,Female,18-24,Denmark
8533,Female,55-65,Finland
8534,Female,45-54,Norway
8535,Female,18-24,Sweden
8536,Male,45-54,Norway
8537,Male,18-24,Denmark
8538_cust,Female,25-34,Denmark
8539,Female,25-34,Finland
8540,Male,35-44,Denmark
8541,Female,55-65,Sverige
8542_cust,Other,45-54,Norway
8543_cust,Other,18-24,Denmark
8544,Male,25-34,Sweden
8545,Female,45-54,Finland
8546,Male,18-24,Denmark
8547,Female,45-54,Finland
8548_cust,Male,55-65,Norway
8549,Female,55-65,Sweden
8550_cust,Male,55-65,Sweden
8551_cust,Female,18-24,Denmark
8552_cust,Male,45-54,Finland
8553_cust,Other,45-54,Finland
8554,Male,25-34,Sweden
8555_cust,Female,25-34,Norway
8556_cust,Other,45-54,Sweden
8557,Other,45-54,Finland
8558,Male,18-24,Sweden
8559,Other,18-24,Denmark
8560_cust,Male,25-34,Finland
8561_cust,Female,55-65,Sweden
8562_cust,Female,18-24,Finland
8563_cust,Male,35-44,Sweden
8564,Other,18-24,Norway
8565_cust,Male,35-44,Denmark
8566,Other,45-54,Sweden
8567,Other,25-34,Denmark
8568_cust,Other,18-24,Sweden
8569,Other,45-54,Finland
8570,Other,25-34,Denmark
8571,Other,45-54,Sweden
8572,Male,35-44,Norway
8573,Other,55-65,Sweden
8574,Male,45-54,Sweden
8575,Male,25-34,Norway
8576_cust,Female,25-34,Norway
8577,Other,35-44,Sweden
8578,Female,25-34,Finland
8579,Other,18-24,Sweden
8580,Other,55-65,Denmark
8581,Female,55-65,Sweden
8582_cust,Female,35-44,Norway
8583,Other,25-34,Denmark
8584,Other,45-54,Finland
8585,Male,18-24,Norway
8586,Other,35-44,Denmark
8587,Female,35-44,Finland
8588_cust,Other,35-44,Denmark
8589_cust,Other,35-44,Finland
8590,Other,18-24,Finland
8591,Other,18-24,Finland
8592_cust,Other,55-65,Sweden
8593,m,18-24,Norway
8594,Other,45-54,Sweden
8595_cust,Male,55-65,Finland
8596_cust,Female,45-54,Norway
8597,Other,25-34,Sweden
8598,Male,25-34,Sweden
8599,Other,45-54,Finland
8600,Female,45-54,Sweden
8601,Other,45-54,Norway
8602_cust,Female,45-54,Sweden
8603,Female,55-65,Denmark
8604,Female,18-24,Sweden
8605,Other,55-65,Sweden
8606,Other,55-65,Sweden
